soilmiosture,temperature,note,status,class
182,30.2,3,1,Very Wet
174,30.35,3,1,Very Wet
173,30.57,3,1,Very Wet
175,30.75,3,1,Very Wet
186,30.88,3,1,Very Wet
170,30.96,3,1,Very Wet
170,31,3,1,Very Wet
172,31.03,3,1,Very Wet
171,31.03,3,1,Very Wet
170,31.01,3,1,Very Wet
171,30.98,3,1,Very Wet
170,30.94,3,1,Very Wet
170,30.92,3,1,Very Wet
171,30.87,3,1,Very Wet
170,30.82,3,1,Very Wet
170,30.76,3,1,Very Wet
174,30.7,3,1,Very Wet
170,30.65,3,1,Very Wet
170,30.59,3,1,Very Wet
171,30.52,3,1,Very Wet
171,30.46,3,1,Very Wet
171,30.4,3,1,Very Wet
171,30.34,3,1,Very Wet
170,30.28,3,1,Very Wet
170,30.22,3,1,Very Wet
170,30.19,3,1,Very Wet
170,30.14,3,1,Very Wet
170,30.08,3,1,Very Wet
170,30.02,3,1,Very Wet
170,29.97,3,1,Very Wet
170,29.91,3,1,Very Wet
170,29.86,3,1,Very Wet
171,29.81,3,1,Very Wet
170,29.76,3,1,Very Wet
171,29.71,3,1,Very Wet
170,29.67,3,1,Very Wet
170,29.63,3,1,Very Wet
170,29.61,3,1,Very Wet
170,29.57,3,1,Very Wet
171,29.53,3,1,Very Wet
170,29.49,3,1,Very Wet
170,29.46,3,1,Very Wet
170,29.43,3,1,Very Wet
170,29.39,3,1,Very Wet
170,29.36,3,1,Very Wet
170,29.33,3,1,Very Wet
170,29.3,3,1,Very Wet
170,29.27,3,1,Very Wet
171,29.24,3,1,Very Wet
170,29.22,3,1,Very Wet
170,29.19,3,1,Very Wet
176,29.17,3,1,Very Wet
170,29.14,3,1,Very Wet
171,29.12,3,1,Very Wet
170,29.09,3,1,Very Wet
170,29.07,3,1,Very Wet
171,29.05,3,1,Very Wet
170,29.02,3,1,Very Wet
172,29,3,1,Very Wet
170,28.98,3,1,Very Wet
170,28.96,3,1,Very Wet
170,28.95,3,1,Very Wet
170,28.93,3,1,Very Wet
171,28.91,3,1,Very Wet
204,28.89,2,1,Wet
392,28.87,0,0,Very Dry
362,28.85,0,0,Very Dry
302,28.83,1,0,Dry
259,28.82,2,1,Wet
246,28.8,2,1,Wet
310,28.79,1,0,Dry
423,28.77,0,0,Very Dry
424,28.77,0,0,Very Dry
349,28.75,0,0,Very Dry
340,28.74,0,0,Very Dry
323,28.73,1,0,Dry
276,28.72,1,0,Dry
243,28.7,2,1,Wet
213,28.69,2,1,Wet
241,28.68,2,1,Wet
241,28.67,2,1,Wet
242,28.67,2,1,Wet
237,28.66,2,1,Wet
240,28.65,2,1,Wet
239,28.64,2,1,Wet
240,28.64,2,1,Wet
239,28.63,2,1,Wet
239,28.62,2,1,Wet
240,28.6,2,1,Wet
240,28.6,2,1,Wet
237,28.59,2,1,Wet
239,28.58,2,1,Wet
238,28.57,2,1,Wet
239,28.56,2,1,Wet
239,28.55,2,1,Wet
238,28.55,2,1,Wet
238,28.54,2,1,Wet
239,28.53,2,1,Wet
240,28.52,2,1,Wet
238,28.52,2,1,Wet
239,28.51,2,1,Wet
238,28.5,2,1,Wet
240,28.49,2,1,Wet
239,28.48,2,1,Wet
238,28.46,2,1,Wet
239,28.45,2,1,Wet
240,28.45,2,1,Wet
238,28.44,2,1,Wet
240,28.43,2,1,Wet
239,28.42,2,1,Wet
238,28.41,2,1,Wet
237,28.4,2,1,Wet
238,28.39,2,1,Wet
239,28.39,2,1,Wet
239,28.38,2,1,Wet
240,28.37,2,1,Wet
237,28.36,2,1,Wet
239,28.35,2,1,Wet
237,28.34,2,1,Wet
239,28.34,2,1,Wet
238,28.33,2,1,Wet
239,28.32,2,1,Wet
239,28.31,2,1,Wet
238,28.3,2,1,Wet
239,28.3,2,1,Wet
240,28.29,2,1,Wet
238,28.28,2,1,Wet
239,28.27,2,1,Wet
239,28.27,2,1,Wet
238,28.26,2,1,Wet
239,28.25,2,1,Wet
239,28.25,2,1,Wet
239,28.25,2,1,Wet
237,28.44,2,1,Wet
238,28.77,2,1,Wet
238,29.13,2,1,Wet
240,29.5,2,1,Wet
223,29.76,2,1,Wet
200,29.96,2,1,Wet
180,30.1,3,1,Very Wet
170,30.19,3,1,Very Wet
168,30.25,3,1,Very Wet
167,30.29,3,1,Very Wet
166,30.3,3,1,Very Wet
167,30.3,3,1,Very Wet
167,30.29,3,1,Very Wet
166,30.27,3,1,Very Wet
168,30.24,3,1,Very Wet
167,30.2,3,1,Very Wet
168,30.16,3,1,Very Wet
168,30.12,3,1,Very Wet
166,30.07,3,1,Very Wet
167,30.02,3,1,Very Wet
167,29.97,3,1,Very Wet
167,29.92,3,1,Very Wet
167,29.89,3,1,Very Wet
167,29.84,3,1,Very Wet
167,29.79,3,1,Very Wet
167,29.74,3,1,Very Wet
168,29.69,3,1,Very Wet
168,29.64,3,1,Very Wet
168,29.59,3,1,Very Wet
168,29.55,3,1,Very Wet
167,29.5,3,1,Very Wet
167,29.46,3,1,Very Wet
167,29.42,3,1,Very Wet
167,29.38,3,1,Very Wet
168,29.36,3,1,Very Wet
167,29.33,3,1,Very Wet
167,29.29,3,1,Very Wet
167,29.25,3,1,Very Wet
167,29.22,3,1,Very Wet
169,29.19,3,1,Very Wet
167,29.16,3,1,Very Wet
167,29.13,3,1,Very Wet
167,29.1,3,1,Very Wet
172,29.07,3,1,Very Wet
167,29.04,3,1,Very Wet
169,29.01,3,1,Very Wet
167,29,3,1,Very Wet
166,28.98,3,1,Very Wet
168,28.95,3,1,Very Wet
167,28.93,3,1,Very Wet
167,28.91,3,1,Very Wet
167,28.89,3,1,Very Wet
167,28.87,3,1,Very Wet
167,28.84,3,1,Very Wet
167,28.83,3,1,Very Wet
167,28.81,3,1,Very Wet
168,28.79,3,1,Very Wet
167,28.77,3,1,Very Wet
167,28.76,3,1,Very Wet
168,28.75,3,1,Very Wet
167,28.73,3,1,Very Wet
167,28.72,3,1,Very Wet
167,28.7,3,1,Very Wet
167,28.69,3,1,Very Wet
166,28.67,3,1,Very Wet
166,28.66,3,1,Very Wet
167,28.64,3,1,Very Wet
167,28.63,3,1,Very Wet
167,28.61,3,1,Very Wet
168,28.6,3,1,Very Wet
167,28.58,3,1,Very Wet
167,28.59,3,1,Very Wet
166,28.8,3,1,Very Wet
166,29.12,3,1,Very Wet
167,29.47,3,1,Very Wet
404,29.74,0,0,Very Dry
414,29.92,0,0,Very Dry
352,30.06,0,0,Very Dry
339,30.14,0,0,Very Dry
337,30.2,0,0,Very Dry
344,30.22,0,0,Very Dry
342,30.23,0,0,Very Dry
343,30.23,0,0,Very Dry
340,30.21,0,0,Very Dry
339,30.19,0,0,Very Dry
339,30.15,0,0,Very Dry
339,30.11,0,0,Very Dry
342,30.07,0,0,Very Dry
338,30.02,0,0,Very Dry
344,29.97,0,0,Very Dry
342,29.92,0,0,Very Dry
340,29.86,0,0,Very Dry
339,29.81,0,0,Very Dry
336,29.78,0,0,Very Dry
339,29.73,0,0,Very Dry
339,29.68,0,0,Very Dry
339,29.63,0,0,Very Dry
340,29.58,0,0,Very Dry
340,29.53,0,0,Very Dry
341,29.48,0,0,Very Dry
340,29.43,0,0,Very Dry
344,29.39,0,0,Very Dry
346,29.34,0,0,Very Dry
340,29.32,0,0,Very Dry
341,29.28,0,0,Very Dry
342,29.24,0,0,Very Dry
341,29.2,0,0,Very Dry
342,29.17,0,0,Very Dry
342,29.13,0,0,Very Dry
342,29.1,0,0,Very Dry
342,29.07,0,0,Very Dry
345,29.04,0,0,Very Dry
341,29.01,0,0,Very Dry
340,28.98,0,0,Very Dry
341,28.97,0,0,Very Dry
341,28.94,0,0,Very Dry
340,28.91,0,0,Very Dry
340,28.88,0,0,Very Dry
339,28.86,0,0,Very Dry
340,28.83,0,0,Very Dry
340,28.81,0,0,Very Dry
340,28.79,0,0,Very Dry
342,28.76,0,0,Very Dry
343,28.74,0,0,Very Dry
339,28.73,0,0,Very Dry
341,28.71,0,0,Very Dry
341,28.69,0,0,Very Dry
341,28.67,0,0,Very Dry
344,28.65,0,0,Very Dry
344,28.63,0,0,Very Dry
342,28.62,0,0,Very Dry
344,28.6,0,0,Very Dry
343,28.58,0,0,Very Dry
342,28.56,0,0,Very Dry
342,28.54,0,0,Very Dry
343,28.53,0,0,Very Dry
341,28.52,0,0,Very Dry
341,28.5,0,0,Very Dry
340,28.49,0,0,Very Dry
340,28.48,0,0,Very Dry
340,28.46,0,0,Very Dry
339,28.56,0,0,Very Dry
339,28.87,0,0,Very Dry
340,29.24,0,0,Very Dry
341,29.58,0,0,Very Dry
352,29.71,0,0,Very Dry
339,29.92,0,0,Very Dry
288,30.07,1,0,Dry
265,30.18,2,1,Wet
217,30.25,2,1,Wet
194,30.29,3,1,Very Wet
214,30.31,2,1,Wet
221,30.32,2,1,Wet
222,30.31,2,1,Wet
221,30.29,2,1,Wet
221,30.26,2,1,Wet
220,30.22,2,1,Wet
221,30.2,2,1,Wet
220,30.16,2,1,Wet
220,30.11,2,1,Wet
222,30.07,2,1,Wet
220,30.02,2,1,Wet
222,29.98,2,1,Wet
217,29.93,2,1,Wet
220,29.89,2,1,Wet
222,29.84,2,1,Wet
221,29.8,2,1,Wet
220,29.75,2,1,Wet
220,29.71,2,1,Wet
220,29.69,2,1,Wet
219,29.64,2,1,Wet
221,29.6,2,1,Wet
220,29.56,2,1,Wet
220,29.51,2,1,Wet
220,29.47,2,1,Wet
220,29.43,2,1,Wet
221,29.39,2,1,Wet
220,29.36,2,1,Wet
220,29.32,2,1,Wet
222,29.28,2,1,Wet
219,29.25,2,1,Wet
219,29.23,2,1,Wet
222,29.2,2,1,Wet
220,29.17,2,1,Wet
220,29.14,2,1,Wet
220,29.11,2,1,Wet
218,29.08,2,1,Wet
221,29.06,2,1,Wet
220,29.03,2,1,Wet
219,29.01,2,1,Wet
220,28.98,2,1,Wet
220,28.96,2,1,Wet
221,28.93,2,1,Wet
221,28.92,2,1,Wet
219,28.9,2,1,Wet
218,28.88,2,1,Wet
219,28.86,2,1,Wet
220,28.84,2,1,Wet
220,28.82,2,1,Wet
219,28.81,2,1,Wet
221,28.79,2,1,Wet
220,28.77,2,1,Wet
220,28.75,2,1,Wet
219,28.73,2,1,Wet
221,28.71,2,1,Wet
220,28.71,2,1,Wet
220,28.69,2,1,Wet
220,28.67,2,1,Wet
220,28.65,2,1,Wet
220,28.64,2,1,Wet
219,28.62,2,1,Wet
219,28.61,2,1,Wet
221,28.59,2,1,Wet
220,28.58,2,1,Wet
220,28.57,2,1,Wet
221,28.55,2,1,Wet
219,28.54,2,1,Wet
221,28.53,2,1,Wet
220,28.52,2,1,Wet
220,28.51,2,1,Wet
221,28.5,2,1,Wet
221,28.49,2,1,Wet
220,28.48,2,1,Wet
220,28.49,2,1,Wet
219,28.67,2,1,Wet
220,28.94,2,1,Wet
220,29.26,2,1,Wet
222,29.59,2,1,Wet
219,29.92,2,1,Wet
219,30.09,2,1,Wet
219,30.4,2,1,Wet
218,30.7,2,1,Wet
226,30.98,2,1,Wet
197,31.19,3,1,Very Wet
184,31.34,3,1,Very Wet
168,31.43,3,1,Very Wet
166,31.48,3,1,Very Wet
164,31.5,3,1,Very Wet
164,31.49,3,1,Very Wet
164,31.46,3,1,Very Wet
162,31.41,3,1,Very Wet
164,31.38,3,1,Very Wet
164,31.32,3,1,Very Wet
165,31.24,3,1,Very Wet
164,31.17,3,1,Very Wet
164,31.08,3,1,Very Wet
166,31,3,1,Very Wet
165,30.92,3,1,Very Wet
164,30.85,3,1,Very Wet
164,30.77,3,1,Very Wet
164,30.69,3,1,Very Wet
164,30.62,3,1,Very Wet
164,30.55,3,1,Very Wet
164,30.48,3,1,Very Wet
169,30.44,3,1,Very Wet
164,30.38,3,1,Very Wet
163,30.31,3,1,Very Wet
164,30.24,3,1,Very Wet
164,30.18,3,1,Very Wet
164,30.12,3,1,Very Wet
164,30.06,3,1,Very Wet
164,29.99,3,1,Very Wet
164,29.94,3,1,Very Wet
164,29.88,3,1,Very Wet
164,29.83,3,1,Very Wet
164,29.77,3,1,Very Wet
164,29.75,3,1,Very Wet
164,29.7,3,1,Very Wet
164,29.65,3,1,Very Wet
165,29.61,3,1,Very Wet
164,29.57,3,1,Very Wet
164,29.52,3,1,Very Wet
164,29.49,3,1,Very Wet
164,29.45,3,1,Very Wet
165,29.42,3,1,Very Wet
164,29.38,3,1,Very Wet
164,29.35,3,1,Very Wet
164,29.31,3,1,Very Wet
164,29.3,3,1,Very Wet
163,29.26,3,1,Very Wet
164,29.23,3,1,Very Wet
164,29.21,3,1,Very Wet
164,29.18,3,1,Very Wet
164,29.16,3,1,Very Wet
164,29.14,3,1,Very Wet
164,29.11,3,1,Very Wet
164,29.09,3,1,Very Wet
164,29.07,3,1,Very Wet
164,29.05,3,1,Very Wet
165,29.02,3,1,Very Wet
164,29.01,3,1,Very Wet
164,28.99,3,1,Very Wet
164,28.97,3,1,Very Wet
164,28.95,3,1,Very Wet
164,28.94,3,1,Very Wet
164,28.92,3,1,Very Wet
164,28.9,3,1,Very Wet
163,28.88,3,1,Very Wet
164,28.86,3,1,Very Wet
164,28.84,3,1,Very Wet
164,28.83,3,1,Very Wet
164,28.82,3,1,Very Wet
164,28.8,3,1,Very Wet
163,28.79,3,1,Very Wet
164,28.78,3,1,Very Wet
163,28.76,3,1,Very Wet
164,28.75,3,1,Very Wet
164,28.74,3,1,Very Wet
163,28.73,3,1,Very Wet
163,28.71,3,1,Very Wet
164,28.7,3,1,Very Wet
163,28.69,3,1,Very Wet
163,28.67,3,1,Very Wet
159,28.67,3,1,Very Wet
164,28.65,3,1,Very Wet
164,28.64,3,1,Very Wet
164,28.63,3,1,Very Wet
164,28.62,3,1,Very Wet
164,28.6,3,1,Very Wet
164,28.59,3,1,Very Wet
163,28.58,3,1,Very Wet
164,28.57,3,1,Very Wet
163,28.55,3,1,Very Wet
163,28.54,3,1,Very Wet
164,28.53,3,1,Very Wet
162,28.52,3,1,Very Wet
165,28.51,3,1,Very Wet
165,28.5,3,1,Very Wet
164,28.49,3,1,Very Wet
164,28.47,3,1,Very Wet
164,28.46,3,1,Very Wet
164,28.44,3,1,Very Wet
164,28.43,3,1,Very Wet
164,28.42,3,1,Very Wet
164,28.4,3,1,Very Wet
164,28.39,3,1,Very Wet
164,28.38,3,1,Very Wet
167,28.37,3,1,Very Wet
166,28.36,3,1,Very Wet
166,28.35,3,1,Very Wet
164,28.34,3,1,Very Wet
163,28.33,3,1,Very Wet
164,28.32,3,1,Very Wet
164,28.31,3,1,Very Wet
164,28.3,3,1,Very Wet
164,28.29,3,1,Very Wet
164,28.28,3,1,Very Wet
163,28.27,3,1,Very Wet
164,28.26,3,1,Very Wet
164,28.26,3,1,Very Wet
163,28.25,3,1,Very Wet
165,28.24,3,1,Very Wet
164,28.24,3,1,Very Wet
164,28.23,3,1,Very Wet
165,28.22,3,1,Very Wet
164,28.22,3,1,Very Wet
164,28.21,3,1,Very Wet
164,28.21,3,1,Very Wet
164,28.2,3,1,Very Wet
164,28.19,3,1,Very Wet
164,28.19,3,1,Very Wet
163,28.19,3,1,Very Wet
166,28.18,3,1,Very Wet
162,28.17,3,1,Very Wet
164,28.17,3,1,Very Wet
163,28.16,3,1,Very Wet
163,28.16,3,1,Very Wet
163,28.15,3,1,Very Wet
164,28.15,3,1,Very Wet
164,28.14,3,1,Very Wet
162,28.13,3,1,Very Wet
164,28.13,3,1,Very Wet
163,28.13,3,1,Very Wet
162,28.12,3,1,Very Wet
259,28.11,2,1,Wet
408,28.11,0,0,Very Dry
332,28.1,0,0,Very Dry
286,28.1,1,0,Dry
250,28.23,2,1,Wet
216,28.53,2,1,Wet
234,28.9,2,1,Wet
234,29.27,2,1,Wet
234,29.6,2,1,Wet
235,29.83,2,1,Wet
234,29.93,2,1,Wet
234,30.07,2,1,Wet
235,30.17,2,1,Wet
235,30.24,2,1,Wet
239,30.28,2,1,Wet
234,30.29,2,1,Wet
235,30.29,2,1,Wet
234,30.28,2,1,Wet
234,30.24,2,1,Wet
234,30.21,2,1,Wet
236,30.17,2,1,Wet
235,30.12,2,1,Wet
235,30.1,2,1,Wet
235,30.05,2,1,Wet
237,29.99,2,1,Wet
235,29.94,2,1,Wet
235,29.88,2,1,Wet
238,29.83,2,1,Wet
237,29.77,2,1,Wet
234,29.72,2,1,Wet
234,29.67,2,1,Wet
235,29.61,2,1,Wet
234,29.56,2,1,Wet
234,29.51,2,1,Wet
234,29.49,2,1,Wet
237,29.44,2,1,Wet
236,29.4,2,1,Wet
238,29.36,2,1,Wet
238,29.31,2,1,Wet
237,29.27,2,1,Wet
236,29.23,2,1,Wet
237,29.2,2,1,Wet
237,29.16,2,1,Wet
237,29.13,2,1,Wet
237,29.09,2,1,Wet
236,29.06,2,1,Wet
237,29.05,2,1,Wet
236,29.02,2,1,Wet
237,28.99,2,1,Wet
234,28.97,2,1,Wet
234,29.14,2,1,Wet
235,29.4,2,1,Wet
234,29.69,2,1,Wet
234,30,2,1,Wet
234,30.31,2,1,Wet
234,30.61,2,1,Wet
235,30.9,2,1,Wet
232,31.11,2,1,Wet
204,31.26,2,1,Wet
182,31.32,3,1,Very Wet
172,31.39,3,1,Very Wet
171,31.44,3,1,Very Wet
171,31.46,3,1,Very Wet
170,31.45,3,1,Very Wet
170,31.43,3,1,Very Wet
170,31.4,3,1,Very Wet
169,31.36,3,1,Very Wet
167,31.31,3,1,Very Wet
167,31.26,3,1,Very Wet
167,31.2,3,1,Very Wet
166,31.13,3,1,Very Wet
167,31.1,3,1,Very Wet
167,31.03,3,1,Very Wet
167,30.95,3,1,Very Wet
167,30.88,3,1,Very Wet
167,30.8,3,1,Very Wet
168,30.73,3,1,Very Wet
167,30.65,3,1,Very Wet
167,30.58,3,1,Very Wet
170,30.51,3,1,Very Wet
167,30.44,3,1,Very Wet
167,30.37,3,1,Very Wet
167,30.3,3,1,Very Wet
166,30.24,3,1,Very Wet
166,30.21,3,1,Very Wet
166,30.15,3,1,Very Wet
166,30.09,3,1,Very Wet
167,30.03,3,1,Very Wet
166,29.97,3,1,Very Wet
167,29.92,3,1,Very Wet
168,29.87,3,1,Very Wet
166,29.82,3,1,Very Wet
167,29.77,3,1,Very Wet
167,29.73,3,1,Very Wet
167,29.69,3,1,Very Wet
167,29.65,3,1,Very Wet
167,29.63,3,1,Very Wet
166,29.59,3,1,Very Wet
167,29.55,3,1,Very Wet
167,29.52,3,1,Very Wet
166,29.48,3,1,Very Wet
167,29.45,3,1,Very Wet
166,29.42,3,1,Very Wet
167,29.39,3,1,Very Wet
166,29.36,3,1,Very Wet
167,29.33,3,1,Very Wet
168,29.3,3,1,Very Wet
166,29.27,3,1,Very Wet
166,29.26,3,1,Very Wet
167,29.23,3,1,Very Wet
165,29.2,3,1,Very Wet
166,29.17,3,1,Very Wet
167,29.15,3,1,Very Wet
167,29.12,3,1,Very Wet
167,29.1,3,1,Very Wet
167,29.07,3,1,Very Wet
165,29.04,3,1,Very Wet
167,29.02,3,1,Very Wet
167,29,3,1,Very Wet
167,28.98,3,1,Very Wet
167,28.97,3,1,Very Wet
167,28.94,3,1,Very Wet
167,28.92,3,1,Very Wet
167,28.9,3,1,Very Wet
166,28.88,3,1,Very Wet
167,28.86,3,1,Very Wet
166,28.84,3,1,Very Wet
167,28.82,3,1,Very Wet
167,28.8,3,1,Very Wet
166,28.78,3,1,Very Wet
167,28.76,3,1,Very Wet
167,28.75,3,1,Very Wet
167,28.74,3,1,Very Wet
167,28.72,3,1,Very Wet
168,28.7,3,1,Very Wet
167,28.68,3,1,Very Wet
166,28.67,3,1,Very Wet
167,28.65,3,1,Very Wet
166,28.64,3,1,Very Wet
166,28.62,3,1,Very Wet
165,28.6,3,1,Very Wet
165,28.59,3,1,Very Wet
167,28.58,3,1,Very Wet
170,28.57,3,1,Very Wet
169,28.56,3,1,Very Wet
170,28.54,3,1,Very Wet
169,28.53,3,1,Very Wet
170,28.52,3,1,Very Wet
168,28.5,3,1,Very Wet
167,28.49,3,1,Very Wet
167,28.48,3,1,Very Wet
167,28.47,3,1,Very Wet
167,28.46,3,1,Very Wet
166,28.45,3,1,Very Wet
166,28.44,3,1,Very Wet
167,28.43,3,1,Very Wet
167,28.43,3,1,Very Wet
167,28.42,3,1,Very Wet
164,28.41,3,1,Very Wet
167,28.4,3,1,Very Wet
168,28.39,3,1,Very Wet
167,28.38,3,1,Very Wet
166,28.37,3,1,Very Wet
167,28.37,3,1,Very Wet
167,28.36,3,1,Very Wet
166,28.35,3,1,Very Wet
167,28.34,3,1,Very Wet
166,28.34,3,1,Very Wet
167,28.33,3,1,Very Wet
167,28.33,3,1,Very Wet
199,28.32,3,1,Very Wet
402,28.31,0,0,Very Dry
374,28.31,0,0,Very Dry
327,28.3,1,0,Dry
327,28.29,1,0,Dry
327,28.29,1,0,Dry
328,28.29,1,0,Dry
330,28.51,0,0,Very Dry
329,28.67,1,0,Dry
335,29.01,0,0,Very Dry
337,29.27,0,0,Very Dry
336,29.45,0,0,Very Dry
336,29.58,0,0,Very Dry
335,29.67,0,0,Very Dry
339,29.73,0,0,Very Dry
336,29.77,0,0,Very Dry
335,29.78,0,0,Very Dry
336,29.78,0,0,Very Dry
327,29.77,1,0,Dry
335,29.76,0,0,Very Dry
337,29.74,0,0,Very Dry
336,29.71,0,0,Very Dry
338,29.68,0,0,Very Dry
338,29.64,0,0,Very Dry
336,29.6,0,0,Very Dry
340,29.56,0,0,Very Dry
339,29.52,0,0,Very Dry
339,29.49,0,0,Very Dry
339,29.45,0,0,Very Dry
339,29.41,0,0,Very Dry
341,29.39,0,0,Very Dry
342,29.35,0,0,Very Dry
340,29.31,0,0,Very Dry
342,29.27,0,0,Very Dry
347,29.23,0,0,Very Dry
345,29.19,0,0,Very Dry
342,29.16,0,0,Very Dry
341,29.12,0,0,Very Dry
343,29.09,0,0,Very Dry
342,29.05,0,0,Very Dry
342,29.04,0,0,Very Dry
341,29.01,0,0,Very Dry
345,28.98,0,0,Very Dry
343,28.95,0,0,Very Dry
343,28.92,0,0,Very Dry
344,28.89,0,0,Very Dry
339,28.86,0,0,Very Dry
338,28.84,0,0,Very Dry
339,28.81,0,0,Very Dry
338,28.79,0,0,Very Dry
338,28.77,0,0,Very Dry
339,28.76,0,0,Very Dry
337,28.74,0,0,Very Dry
338,28.72,0,0,Very Dry
338,28.7,0,0,Very Dry
338,28.69,0,0,Very Dry
339,28.67,0,0,Very Dry
336,28.66,0,0,Very Dry
348,28.64,0,0,Very Dry
337,28.63,0,0,Very Dry
337,28.62,0,0,Very Dry
336,28.61,0,0,Very Dry
336,28.6,0,0,Very Dry
337,28.58,0,0,Very Dry
336,28.57,0,0,Very Dry
338,28.56,0,0,Very Dry
335,28.55,0,0,Very Dry
336,28.54,0,0,Very Dry
336,28.53,0,0,Very Dry
335,28.52,0,0,Very Dry
334,28.51,0,0,Very Dry
335,28.51,0,0,Very Dry
335,28.5,0,0,Very Dry
337,28.49,0,0,Very Dry
338,28.48,0,0,Very Dry
337,28.47,0,0,Very Dry
339,28.46,0,0,Very Dry
339,28.45,0,0,Very Dry
338,28.44,0,0,Very Dry
339,28.43,0,0,Very Dry
339,28.42,0,0,Very Dry
339,28.41,0,0,Very Dry
341,28.4,0,0,Very Dry
338,28.39,0,0,Very Dry
339,28.38,0,0,Very Dry
